Pedido,Lineas,Unidades
1154827,1,40
1161129,1,40
30033119,1,40
1157019,1,120
30029783,1,120
1163718,1,120
1163917,1,120
4190126056,1,120
1159819,1,120
1166440,1,120
4190138386,1,120
1154885,1,120
40035403,1,120
1151171,1,120
30032554,1,120
40036533,1,120
4190129734,1,120
30031813,1,120
30030316,1,120
30032515,1,120
30030376,1,120
4190124663,1,120
4190128586,1,120
30033150,1,120
1163717,1,120
4190135144,1,120
30029220,1,120
30032642,1,120
1150155,1,120
30030065,1,120
30030520,1,120
4190139335,1,120
1155112,1,120
1155756,1,120
1162256,1,120
1154215,1,120
30029861,1,120
4190128073,1,120
40039731,1,120
1149471,1,120
30029752,1,120
30030844,1,120
30031504,1,120
30031882,1,120
30029174,1,120
4190124460,1,120
4190128966,1,120
4190128310,1,120
30029812,1,120
30031551,1,120
1165962,1,120
30032539,1,120
30029486,1,120
30030095,1,120
1159959,1,120
30029470,1,120
30029280,1,120
30029536,1,120
1154164,1,120
30030186,1,120
1158377,1,120
1164578,1,120
4190131830,1,120
4190134139,1,120
30030843,1,120
30032262,1,120
4190127143,1,120
30030172,1,120
30030079,1,120
4190123765,1,120
30029465,1,120
1108668,1,120
1157651,1,120
30029663,1,120
1165615,1,120
1154096,1,120
4190131828,1,120
1162209,1,120
4190131686,1,120
30029317,1,120
4190128229,1,120
4190128535,1,120
4190131534,1,120
1157491,1,120
4190122412,1,120
30032371,1,120
4190130042,1,120
30030390,1,120
4190127002,1,120
1153324,1,120
40035480,1,120
4190132901,1,120
4190123795,1,120
30033569,1,120
30032368,1,120
30033221,1,120
30031004,1,120
4190122128,1,120
30033276,1,120
40039309,1,120
4190139874,1,120
30033178,1,120
30030379,1,120
4190135776,1,120
4190129573,1,120
30031556,1,120
1148110,1,120
40035260,1,120
4190126303,1,120
40036532,1,120
4190123987,1,120
4190132780,1,120
4190132224,1,120
30032529,1,120
4190129905,1,120
4190126023,1,120
1151561,1,120
40034809,1,120
30032580,1,100
4190125760,1,100
30032385,1,100
1165684,1,100
4190132826,1,100
30029156,1,100
30029567,1,100
1163863,1,100
4190132930,1,100
1155698,1,100
4190135346,1,100
30030971,1,100
30030933,1,100
4190125401,1,100
30033182,1,100
30030425,1,100
4190129819,1,100
1151145,1,100
1155503,1,100
1150064,1,100
1152797,1,100
4190129990,1,100
30032710,1,100
1162709,1,100
1163678,1,100
1150099,1,100
4190128158,1,100
1167335,1,100
4190123778,1,100
4190122076,1,100
1155082,1,100
4190124225,1,100
4190126597,1,100
30029211,1,100
4190132101,1,100
1163676,1,100
30029650,1,100
1152429,1,100
1155557,1,100
1150127,1,100
4190127454,1,100
1149483,1,100
1148757,1,100
1165566,1,100
30032033,1,100
1148073,1,100
30030066,1,100
4190124740,1,100
30029685,1,100
30029643,1,100
1164045,1,100
4190135328,1,100
1164104,1,100
30028870,1,100
4190130944,1,100
1155499,1,100
1104774,1,100
30032270,1,100
30029152,1,100
1155498,1,100
1163722,1,100
30029067,1,100
4190125109,1,100
30031997,1,100
1152403,1,100
40038909,1,100
1150163,1,100
30032359,1,100
4190128358,1,100
1159001,1,100
30033199,1,100
4190134302,1,100
30031065,1,100
4190130527,1,100
30032719,1,100
30031032,1,100
1149505,1,100
4190122371,1,100
30032032,1,100
30029351,1,100
4190125448,1,100
4190123672,1,100
4190124357,1,100
1161413,1,100
4190129166,1,100
4190139142,1,100
4190123895,1,100
40038129,1,100
1151293,1,100
30033738,1,100
30030823,1,100
30032358,1,100
4190132827,1,100
40034420,1,100
1165233,1,100
1154784,1,100
1164893,1,100
4190132706,1,100
40038787,1,100
1156877,1,100
30032242,1,144
30029456,1,144
30029255,1,144
30033086,1,144
40036040,1,144
30028850,1,144
4190126105,1,144
30029272,1,144
30032559,1,144
30030536,1,144
30031190,1,144
30031013,1,144
30029365,1,144
40037209,1,144
1163789,1,144
30029721,1,144
4190124021,1,144
30032433,1,144
30029263,1,144
40039718,1,144
30031085,1,144
40034915,1,144
40037808,1,144
4190129810,1,144
30029662,1,144
30029334,1,144
30031257,1,144
30031641,1,144
4190129708,1,144
30028844,1,144
1158248,1,144
1154920,1,144
40039877,1,144
30031435,1,144
30031320,1,144
30029477,1,144
1159095,1,144
4190132035,1,144
4190130832,1,144
4190133080,1,144
30030679,1,144
30030232,1,144
30033144,1,144
30030235,1,144
40035114,1,144
4190124927,1,144
4190125174,1,144
1163788,1,144
30030848,1,144
4190130642,1,144
40036038,1,144
30029584,1,144
30029234,1,144
40036730,1,144
40034976,1,144
4190133584,1,144
1164614,1,144
30032435,1,144
4190134908,1,144
1157393,1,144
40034920,1,144
1163786,1,144
40037495,1,144
1159888,1,144
4190124677,1,144
30031497,1,144
4190130109,1,144
30029094,1,144
4190125666,1,144
4190132667,1,144
30031256,1,144
40036820,1,144
4190126620,1,144
40035112,1,144
4190129015,1,144
40037423,1,144
4190129141,1,144
1148699,1,144
1158409,1,144
30030769,1,144
1163791,1,144
30031710,1,144
1158978,1,144
1167240,1,144
30029450,1,144
1165553,1,144
4190130258,1,144
40038733,1,144
30032430,1,144
40037424,1,144
1156263,1,144
40038724,1,144
30028937,1,144
30032432,1,144
30029722,1,144
30030286,1,5
30030278,1,5
1151179,1,5
4190131512,1,5
4190123976,1,5
30030872,1,5
30032567,1,5
30031527,1,5
4190132957,1,5
30033090,1,5
30031784,1,5
30030314,1,5
40037602,1,5
1162726,1,5
30029390,1,5
40039915,1,5
30033597,1,5
4190133678,1,5
30029778,1,5
40037820,1,5
30031912,1,5
30029321,1,5
40038029,1,5
30030247,1,5
30031713,1,5
1154451,1,5
4190122179,1,5
30033610,1,5
4190130860,1,5
40038766,1,5
1154995,1,5
1110562,1,5
30031625,1,5
30033797,1,5
30030878,1,5
1111571,1,5
30030887,1,5
40037045,1,5
30029719,1,5
30031563,1,5
4190132005,1,5
4190121941,1,5
40038054,1,5
1154445,1,5
4190133400,1,5
40038751,1,5
40034599,1,5
1159935,1,5
4190133157,1,5
40035638,1,5
30030801,1,5
4190131789,1,5
30029631,1,5
4190134462,1,5
30030475,1,5
4190126881,1,5
30032572,1,5
1159256,1,5
1115911,1,5
30031233,1,5
4190123966,1,5
1113770,1,5
30033074,1,5
4190129824,1,5
30033117,1,5
30030315,1,5
4190124438,1,5
4190133102,1,5
4190134826,1,5
30033515,1,5
4190135570,1,5
4190123678,1,5
40035473,1,5
30030026,1,5
30029141,1,5
4190131993,1,5
40036065,1,5
30030941,1,5
30033404,1,5
40037112,1,5
30029049,1,5
30028875,1,5
30032506,1,5
30033808,1,5
30030958,1,5
30033764,1,5
40036048,1,5
4190132991,1,5
4190132773,1,5
30032700,1,5
30030198,1,5
30032488,1,5
30029415,1,5
30032045,1,5
30032496,1,5
4190128842,1,18
30030386,1,18
30033443,1,18
30032004,1,18
40038728,1,18
4190133871,1,18
4190133174,1,18
30030365,1,18
40039849,1,18
1155469,1,18
40034863,1,18
4190127052,1,18
4190123736,1,18
4190122007,1,18
30032240,1,18
1155003,1,18
1151137,1,18
4190123411,1,18
30029897,1,18
4190122185,1,18
1160039,1,18
40034549,1,18
1108731,1,18
4190122201,1,18
4190131191,1,18
40037044,1,18
30032049,1,18
30030930,1,18
4190126992,1,18
30030374,1,18
40038339,1,18
4190131882,1,18
4190126535,1,18
4190134561,1,18
30030870,1,18
4190133819,1,18
30031505,1,18
4190123639,1,18
30032290,1,18
1152374,1,18
1146457,1,18
30029431,1,18
30030296,1,18
30030337,1,18
30030943,1,18
1154454,1,18
30029620,1,18
30032630,1,18
30030695,1,18
30029736,1,18
30030417,1,18
40036045,1,18
30032558,1,18
40034559,1,18
30030569,1,18
4190122003,1,18
30030466,1,18
30028967,1,18
30033755,1,18
4190122354,1,18
30030321,1,18
4190123397,1,18
1154443,1,18
30032097,1,18
4190138795,1,18
30031730,1,18
30032879,1,18
40037040,1,18
30031479,1,18
30033741,1,18
30028973,1,18
40035425,1,18
30033788,1,18
40039853,1,18
40035107,1,18
40037592,1,18
4190128945,1,18
30033688,1,18
30031549,1,18
4190131468,1,18
30031724,1,18
40039728,1,18
30030602,1,18
40036506,1,18
4190122183,1,18
4190134954,1,18
4190130014,1,18
40037589,1,18
30030238,1,18
40036034,1,18
30033427,1,18
4190129896,1,18
30031280,1,50
1152424,1,50
1150015,1,50
4190132682,1,50
4190126419,1,50
4190129076,1,50
40037141,1,50
1153102,1,50
30029114,1,50
30028978,1,50
40037142,1,50
1148163,1,50
4190125872,1,50
30028964,1,50
4190138841,1,50
30029830,1,50
30030544,1,50
4190132060,1,50
40037545,1,50
1155020,1,50
1159875,1,50
1148792,1,50
4190133895,1,50
4190133100,1,50
1155668,1,50
30030593,1,50
30030423,1,50
4190133623,1,50
4190125580,1,50
1159876,1,50
1147723,1,50
4190132558,1,50
30031057,1,50
30033809,1,50
30031965,1,50
30029737,1,50
4190122252,1,50
30030771,1,50
30030566,1,50
30029866,1,50
40036495,1,50
4190134398,1,50
1154026,1,50
30029559,1,50
30029504,1,50
4190135088,1,50
1154372,1,50
30030445,1,50
30030540,1,50
30030177,1,50
30031350,1,50
1160103,1,50
30031348,1,50
4190129024,1,50
40036053,1,50
1151555,1,50
30031159,1,50
4190135237,1,50
30029407,1,50
4190129942,1,50
1159976,1,50
4190130528,1,50
30031058,1,50
1154381,1,50
4190123932,1,50
4190130281,1,50
4190124373,1,50
1164776,1,50
4190126167,1,50
4190125075,1,50
40036821,1,50
1147681,1,50
30031238,1,50
1166412,1,50
4190133724,1,50
1161218,1,50
30031194,1,50
30029579,1,50
1159210,1,50
30029284,1,50
4190131368,1,50
1155395,1,50
30029818,1,15
4190125962,1,15
30031112,1,15
30029503,1,15
30030605,1,15
30029440,1,15
30031577,1,15
30031060,1,15
30030737,1,15
30032875,1,15
30031358,1,15
40037144,1,15
4190133862,1,15
30029403,1,15
30033802,1,15
4190134065,1,15
4190124582,1,15
4190126100,1,15
4190130826,1,15
30029249,1,15
30032126,1,15
40038961,1,15
30033734,1,15
1162261,1,15
4190121983,1,15
4190134498,1,15
30030274,1,15
30031943,1,15
30032182,1,15
30030698,1,15
30031883,1,15
40038057,1,15
1157889,1,15
30031187,1,15
30031848,1,15
30030658,1,15
1153243,1,15
30031186,1,15
30029287,1,15
30030613,1,15
1098327,1,15
1156693,1,15
30031749,1,15
40036130,1,15
4190129698,1,15
30030699,1,15
4190135399,1,15
30032911,1,15
30033568,1,15
4190123593,1,15
4190128979,1,15
40036058,1,15
30029051,1,15
40039725,1,15
30030248,1,15
4190133606,1,15
40035635,1,15
40036838,1,15
1166677,1,15
1164411,1,15
4190131424,1,15
30032162,1,15
30030377,1,15
1153139,1,15
40037818,1,15
4190135019,1,15
30030656,1,15
4190131867,1,15
30030169,1,15
1157437,1,15
30028950,1,15
4190129969,1,15
30032886,1,15
1167290,1,15
40036541,1,15
1153246,1,15
30031431,1,3
40037079,1,3
40039291,1,3
30029328,1,3
1167152,1,3
40037612,1,3
30031456,1,3
40037113,1,3
4190133388,1,3
30030842,1,3
30029318,1,3
40039492,1,3
1157625,1,3
40034909,1,3
1166643,1,3
30030959,1,3
1155553,1,3
40037076,1,3
1149420,1,3
30029506,1,3
30033791,1,3
30031460,1,3
30030831,1,3
30030612,1,3
30030798,1,3
30029173,1,3
30031468,1,3
30030450,1,3
40036497,1,3
30031473,1,3
30030696,1,3
30030028,1,3
40037073,1,3
1158943,1,3
30030606,1,3
30032871,1,3
40037487,1,3
30030796,1,3
30031459,1,3
40037508,1,3
1157629,1,3
30030385,1,3
30032544,1,3
30033112,1,3
4190130509,1,3
1157626,1,3
4190134035,1,3
40035559,1,3
1164167,1,3
30031461,1,3
1168233,1,3
30029327,1,3
30031458,1,3
30030076,1,3
30031327,1,3
1157627,1,3
30030940,1,3
30029244,1,3
30030673,1,3
30033060,1,3
30031457,1,3
1157630,1,3
4190123410,1,3
1157638,1,3
30031627,1,3
30031373,1,3
1157643,1,3
4190121999,1,3
30031351,1,3
4190124268,1,3
40036935,1,3
30031809,1,3
40037041,1,3
30031788,1,3
30032516,1,3
1157628,1,3
1165649,1,1920
30033401,1,1920
1152475,1,1920
30033346,1,1920
1165650,1,1920
30031133,1,1920
1150615,1,1920
30033398,1,1920
30031124,1,1920
1164112,1,1920
30032151,1,1920
30030208,1,1920
1161766,1,1920
1150618,1,1920
1152174,1,1920
1150616,1,1920
30030216,1,1920
1152477,1,1920
30033399,1,1920
1152469,1,1920
1152474,1,1920
1150620,1,1920
1150621,1,1920
4190135817,1,1920
30031135,1,1920
30033400,1,1920
30033329,1,1920
4190136166,1,1920
1161290,1,1920
30030220,1,1920
30030217,1,1920
1150624,1,1920
1152476,1,1920
4190136169,1,1920
1150619,1,1920
1150617,1,1920
30033402,1,1920
1152175,1,1920
1152471,1,1920
30030210,1,1920
1152473,1,1920
30031125,1,1920
30033389,1,1920
1152176,1,1920
4190136168,1,1920
30032011,1,1920
30033334,1,1920
30033347,1,1920
30031131,1,1920
30031139,1,1920
30030207,1,1920
30030221,1,1920
1152173,1,1920
30030215,1,1920
30030486,1,1920
1150627,1,1920
1164447,1,1920
1152470,1,1920
30033397,1,1920
30030219,1,1920
30030209,1,1920
30031137,1,1920
30030214,1,1920
1152244,1,1920
4190136167,1,1920
30033328,1,1920
30030218,1,1920
1152478,1,1920
40037132,1,300
1161264,1,300
4190130567,1,300
30032615,1,300
30033418,1,300
4190123783,1,300
30031042,1,300
4190128798,1,300
4190127640,1,300
1164505,1,300
1157478,1,300
4190129176,1,300
1156601,1,300
1156914,1,300
1161203,1,300
30029246,1,300
40039290,1,300
1154568,1,300
30031088,1,300
30031976,1,300
1148789,1,300
1159166,1,300
4190131585,1,300
1148019,1,300
30033431,1,300
1164668,1,300
1156225,1,300
1167122,1,300
1156848,1,300
1151528,1,300
1156865,1,300
30033496,1,300
1152277,1,300
30030123,1,300
30030543,1,300
1152795,1,300
1153053,1,300
1164602,1,300
30033322,1,300
4190128056,1,300
1153187,1,300
4190139263,1,300
4190139745,1,300
30029729,1,300
30033380,1,300
30030255,1,300
1150136,1,300
30029932,1,300
1154073,1,300
4190133036,1,300
30032226,1,300
4190129112,1,300
1152213,1,300
1147856,1,300
1156710,1,300
1149355,1,300
1156889,1,300
1162290,1,300
1157497,1,300
40035397,1,300
4190130490,1,300
4190133825,1,300
1153134,1,300
4190138597,1,300
40035634,1,300
30032537,1,2
40036491,1,2
4190131476,1,2
40038128,1,2
30030563,1,2
30030631,1,2
30032319,1,2
30029406,1,2
4190134160,1,2
40035258,1,2
30031414,1,2
30029191,1,2
30029243,1,2
40036824,1,2
30031080,1,2
40039875,1,2
30029514,1,2
30029482,1,2
40034910,1,2
1157637,1,2
1150285,1,2
30031996,1,2
30029543,1,2
30030797,1,2
30031565,1,2
30030773,1,2
30030561,1,2
30032234,1,2
30032056,1,2
30028941,1,2
30030859,1,2
40037177,1,2
30030469,1,2
40036601,1,2
1109292,1,2
40036554,1,2
30031830,1,2
30031736,1,2
1164543,1,2
30030560,1,2
40035404,1,2
30030205,1,2
30031739,1,2
30031294,1,2
30031610,1,2
40036063,1,2
30032477,1,2
30033815,1,2
4190123379,1,2
40039850,1,2
30031794,1,2
30031095,1,2
40036938,1,2
40037072,1,2
40034509,1,2
30031467,1,2
30030879,1,2
30032695,1,2
30030077,1,2
30029487,1,2
40038856,1,2
30032575,1,2
30029177,1,2
30031545,1,2
1149255,1,2
30029870,1,2
1150182,1,72
4190131722,1,72
1152451,1,72
30029042,1,72
30029047,1,72
40035873,1,72
4190129691,1,72
30032540,1,72
4190130915,1,72
30029664,1,72
1152506,1,72
40039717,1,72
30031878,1,72
30028864,1,72
1150103,1,72
30032196,1,72
4190124108,1,72
30030142,1,72
30031053,1,72
4190132505,1,72
30030187,1,72
30031024,1,72
30029124,1,72
30029658,1,72
1158946,1,72
4190139291,1,72
4190129167,1,72
4190135565,1,72
30030152,1,72
4190129709,1,72
30033743,1,72
4190130005,1,72
1154309,1,72
30031513,1,72
40037599,1,72
1158405,1,72
30030722,1,72
4190129892,1,72
1151238,1,72
30032523,1,72
4190124211,1,72
40036033,1,72
1159263,1,72
1116052,1,72
30033470,1,72
4190132653,1,72
30033218,1,72
30032514,1,72
30031591,1,72
30032177,1,72
4190130629,1,72
30031357,1,72
1160072,1,72
30030479,1,72
30031046,1,72
4190137865,1,72
1168165,1,72
4190130098,1,72
1150254,1,72
1162364,1,72
30032328,1,72
1154917,1,72
1151554,1,72
30029523,1,72
30033333,1,90000
1156238,1,66560
1155633,1,41676
1148682,1,40000
1152335,1,40000
1148701,1,25920
1153106,1,25000
30029181,1,24240
1157676,1,20670
4190135197,1,20000
1151763,1,17280
1161295,1,16788
1161296,1,16788
1149638,1,16000
1152314,1,15400
1155928,1,15000
1154035,1,14976
30033340,1,14976
4190127140,1,12696
1149381,1,12480
1149379,1,12480
1149380,1,12480
1153933,1,12192
1163495,1,12130
30030640,1,12000
1159877,1,11750
30031707,1,11750
4190131642,1,11520
1148681,1,10500
1161164,1,10390
4190127141,1,10080
4190127784,1,10008
1157587,1,10000
1159248,1,10000
1156279,1,10000
4190138398,1,9600
30029098,1,9504
30029233,1,9504
1148686,1,9216
30031143,1,9000
30029256,1,9000
30028981,1,8696
1160727,1,8111
1148684,1,8000
30030642,1,8000
1153208,1,8000
30028982,1,7984
1152168,1,7950
30033339,1,7680
1148680,1,7500
4190135227,1,7500
30032600,1,7296
30028979,1,7000
1148140,1,7000
30028980,1,6848
1167306,1,6555
1152896,1,6536
1149462,1,6150
4190127376,1,6120
1157421,1,6120
4190135128,1,6012
1151522,1,6000
4190125535,1,6000
1151254,1,6000
1147554,1,6000
30031292,1,6000
1151221,1,6000
1147184,1,6000
4190139299,1,6000
1164953,1,6000
1145689,1,5400
1159839,1,5400
1152638,1,5256
30028989,1,5172
30030149,1,5040
1162467,1,5004
1152169,1,5000
30031142,1,5000
30030404,1,5000
1164219,1,5000
30033332,1,5000
30030375,1,5000
1162402,1,5000
1153319,1,4830
30028985,1,4770
1158604,1,4735
30032260,1,4625
30030638,1,4608
30030355,1,4520
30030893,1,4500
1151226,1,4500
1151222,1,4488
1155830,1,4320
1152668,1,4320
30030618,1,4320
1152671,1,4320
1152666,1,4200
4190134747,1,4008
4190126610,1,4000
1150154,1,4000
1151223,1,4000
4190126609,1,4000
30030779,1,4000
4190125232,1,4000
30030641,1,3840
30031141,1,3840
30033294,1,3840
1152220,1,3840
1154407,1,3840
4190128683,1,3840
4190128961,1,3840
1164526,1,3840
30030493,1,3780
30028987,1,3630
30031974,1,3600
1150613,1,3600
1149003,1,3600
1149275,1,3600
1159184,1,3600
1151215,1,3600
30029237,1,3600
30031426,1,3552
1157071,1,3550
4190137967,1,3500
1151105,1,3465
1165676,1,3456
1166475,1,3456
1151147,1,3310
30031971,1,3300
1152765,1,3288
1154167,1,3240
1149427,1,3216
1155462,1,3165
1167356,1,3156
4190125133,1,3156
30031178,1,3000
30029634,1,3000
1163996,1,3000
4190130307,1,3000
1164164,1,3000
1152971,1,3000
1151175,1,3000
1163999,1,3000
30030163,1,3000
30031179,1,3000
4190132205,1,3000
1152271,1,3000
1151225,1,3000
4190132206,1,3000
30029095,1,3000
30030074,1,3000
30031180,1,3000
4190138070,1,2880
1150580,1,2880
1150609,1,2880
1150607,1,2880
1150586,1,2880
1152172,1,2880
30030643,1,2880
4190135875,1,2880
1152669,1,2880
1152316,1,2880
1150611,1,2880
4190135820,1,2880
1150603,1,2880
30030454,1,2880
4190134670,1,2800
1150544,1,2800
30030670,1,2790
1152225,1,2712
4190130013,1,2700
40039857,1,2700
30031208,1,2640
30030792,1,2637
1162303,1,2628
1163849,1,2500
1149541,1,2500
1152262,1,2500
30030153,1,2500
1155014,1,2500
4190133418,1,2500
1156673,1,2478
1150548,1,2400
4190125484,1,2400
1150573,1,2400
4190138620,1,2400
30031147,1,2400
30031148,1,2400
4190135241,1,2400
30031536,1,2400
30030664,1,2400
4190133313,1,2400
4190140151,1,2400
4190139067,1,2310
30032595,1,2304
1156774,1,2304
30030521,1,2292
1155464,1,2208
1152234,1,2200
30033388,1,2160
1154197,1,2160
4190134343,1,2160
30030778,1,2148
1168142,1,2100
1165718,1,2100
30030492,1,2100
4190135240,1,2100
1168067,1,2100
30030494,1,2100
1156130,1,2004
4190132689,1,2000
1150565,1,2000
1154797,1,2000
1150570,1,2000
30030156,1,2000
30029768,1,2000
30029558,1,2000
1150566,1,2000
1150563,1,2000
1150568,1,2000
1155833,1,2000
1163926,1,2000
40035466,1,2000
1163925,1,2000
30030647,1,2000
1156815,1,2000
4190126785,1,2000
30032031,1,2000
4190138563,1,2000
30029034,1,2000
1159485,1,2000
1163960,1,2000
30030637,1,2000
30028984,1,1992
1152245,1,1980
30029995,1,1965
4190125563,1,1950
30029633,1,1950
30030164,1,1950
1151197,1,1940
1152083,1,1914
1149844,1,1872
30029089,1,1872
1148004,1,1824
30030805,1,1800
30033345,1,1800
30033344,1,1800
30033391,1,1800
30033390,1,1800
1150324,1,1800
1166565,1,1800
4190139156,1,1800
30033393,1,1800
30033396,1,1800
4190132677,1,1800
30033392,1,1800
1150546,1,1800
30030665,1,1800
30033343,1,1800
1151252,1,1752
30030925,1,1728
30030854,1,1728
30029041,1,1728
30029265,1,1728
1156282,1,1728
30030776,1,1728
30029198,1,1710
30029474,1,1710
1166500,1,1704
1167329,1,1704
30030078,1,1700
30030662,1,1680
1149397,1,1670
30032917,1,1630
30031127,1,1630
4190133184,1,1620
4190125432,1,1608
40039054,1,1596
30031533,1,1590
30031136,1,1590
30032259,1,1584
1168222,1,1584
30029833,1,1570
1164593,1,1560
30033633,1,1548
1162430,1,1530
1155016,1,1500
1155655,1,1500
1149465,1,1500
30031211,1,1500
1163929,1,1500
1153283,1,1500
1151467,1,1500
4190126157,1,1500
4190126273,1,1500
1166072,1,1500
30029289,1,1500
30030849,1,1500
1156759,1,1464
30029210,1,1450
1153253,1,1440
30031145,1,1440
30031146,1,1440
30030619,1,1440
30033330,1,1440
30033348,1,1440
1162260,1,1440
30031144,1,1440
1148821,1,1440
30033326,1,1440
30029453,1,1440
1153796,1,1440
30033395,1,1440
30033331,1,1440
1155770,1,1440
1150071,1,1416
4190124906,1,1400
30031140,1,1400
30031987,1,1380
30030635,1,1356
30031212,1,1350
30030522,1,1344
30030524,1,1344
30030526,1,1344
30028934,1,1320
1167357,1,1320
30030129,1,1320
30030096,1,1320
1151134,1,1302
4190128881,1,1300
1152086,1,1300
1162410,1,1300
1151245,1,1300
4190131589,1,1300
30030226,1,1280
30030227,1,1280
30030225,1,1280
1153121,1,1280
30030229,1,1272
1165723,1,1260
1153199,1,1240
1167657,1,1240
30032493,1,1240
1163485,1,1240
1161428,1,1236
1156136,1,1224
1151469,1,1200
1159177,1,1200
1156241,1,1200
1151470,1,1200
1151479,1,1200
4190138072,1,1200
1158408,1,1200
1151468,1,1200
1151480,1,1200
1151474,1,1200
1152413,1,1200
1151526,1,1200
1151430,1,1200
1150562,1,1200
4190129965,1,1200
4190130695,1,1200
1151478,1,1200
1151472,1,1200
1150664,1,1200
1150560,1,1200
4190138071,1,1200
1151481,1,1200
1151482,1,1200
1151471,1,1200
30030669,1,1200
1153118,1,1200
1151475,1,1200
1168136,1,1200
1154807,1,1200
1151483,1,1200
1150555,1,1200
1151477,1,1200
1151473,1,1200
1150557,1,1200
1150558,1,1200
30030525,1,1196
1166664,1,1180
1148804,1,1176
1163957,1,1164
4190129835,1,1164
1148051,1,1164
30029015,1,1152
30033873,1,1152
30033874,1,1152
1156781,1,1152
1157672,1,1150
30030793,1,1140
1160370,1,1140
30029787,1,1110
30030030,1,1104
1165597,1,1104
1157403,1,1100
30029891,1,1100
1164512,1,1100
30028644,1,1092
30031119,1,1080
30030550,1,1080
30028936,1,1080
4190124856,1,1080
1159293,1,1080
30031117,1,1080
1152274,1,1060
1160162,1,1050
30031738,1,1050
30030481,1,1044
30032157,1,1040
1156786,1,1032
30029832,1,1030
30031134,1,1020
1161248,1,1014
30032201,1,1008
1166430,1,1008
1167035,1,1008
4190132253,1,1008
1168130,1,1008
1164645,1,1005
1168114,1,1000
1156720,1,1000
1159963,1,1000
4190137848,1,1000
1151484,1,1000
1151525,1,1000
1164971,1,1000
4190124903,1,1000
1153198,1,1000
1153015,1,1000
4190139941,1,1000
4190126932,1,1000
30031548,1,1000
40037812,1,1000
1159092,1,1000
1156996,1,1000
1154369,1,1000
1153038,1,1000
4190129342,1,1000
1150550,1,1000
1162459,1,996
4190132818,1,990
1155711,1,990
30031118,1,984
30029126,1,980
1156817,1,960
4190136175,1,960
30029581,1,960
30030213,1,960
4190136170,1,960
4190136176,1,960
1162197,1,960
4190136177,1,960
30030490,1,960
4190136173,1,960
30030414,1,960
1157721,1,960
30030487,1,960
30030222,1,960
4190136178,1,960
30033312,1,960
30029104,1,960
40039495,1,960
30030223,1,960
4190136179,1,960
1155595,1,960
30030211,1,960
40034757,1,960
30030212,1,960
30030350,1,960
30031132,1,960
30030610,1,960
30030224,1,960
40039048,1,960
4190136172,1,960
30032742,1,960
30030488,1,960
4190136171,1,960
1153326,1,960
30029873,1,950
30030781,1,950
1150717,1,940
30031005,1,910
4190122071,1,900
1148178,1,900
1162365,1,900
30030802,1,900
30030648,1,900
1151533,1,900
1155015,1,900
40036927,1,900
4190128684,1,900
30030649,1,900
4190132635,1,900
1156711,1,900
4190129637,1,900
4190135385,1,900
30029669,1,900
30028948,1,900
4190129957,1,900
40039916,1,900
30028983,1,888
4190132168,1,888
30030125,1,864
30031091,1,864
1158226,1,852
4190131922,1,850
30028880,1,840
30032343,1,828
30031966,1,810
1149002,1,810
1153212,1,810
1149991,1,800
1156363,1,800
4190128467,1,800
1164489,1,800
1164570,1,800
1164403,1,800
1151402,1,800
4190125603,1,800
30031972,1,770
30029435,1,768
30030367,1,768
4190130259,1,768
4190130284,1,768
4190138007,1,768
4190129165,1,768
40036289,1,768
1162311,1,768
1151118,1,768
30030185,1,768
1152272,1,760
30030359,1,756
4190132202,1,750
4190124921,1,750
4190135082,1,744
1154470,1,740
1157010,1,732
4190129429,1,720
1153056,1,720
1165763,1,720
40034806,1,720
1163956,1,720
4190121982,1,720
4190125943,1,720
1168064,1,720
30031174,1,720
1167062,1,720
30032277,1,720
1159030,1,720
1155118,1,720
4190125512,1,720
1155066,1,720
30031503,1,720
30029718,1,720
1156196,1,720
1157661,1,720
30030660,1,720
4190129437,1,720
30029313,1,720
30029200,1,720
1148825,1,708
1153448,1,700
1156741,1,700
1164752,1,700
30030813,1,700
30031122,1,696
30031342,1,690
4190128183,1,690
30030530,1,688
30029205,1,684
1155584,1,680
1153107,1,672
1156361,1,672
4190129239,1,672
30029291,1,660
1163479,1,651
1168212,1,648
1149425,1,648
30031537,1,648
1157150,1,640
30031968,1,640
4190126351,1,640
1149520,1,636
1166488,1,636
30031120,1,630
30031532,1,620
30030817,1,612
1163820,1,612
1150313,1,605
4190130584,1,600
30030663,1,600
1167048,1,600
1152367,1,600
1151532,1,600
30032419,1,600
1151534,1,600
4190125604,1,600
4190132220,1,600
30031115,1,600
4190125002,1,600
30029524,1,600
1168149,1,600
30029437,1,600
1148136,1,600
1163766,1,600
1158204,1,600
1161128,1,600
30033394,1,600
1159645,1,600
1151537,1,600
4190132735,1,600
1164948,1,600
1148658,1,600
1151255,1,600
1156800,1,600
30031372,1,600
4190138209,1,600
4190137864,1,600
30030601,1,600
4190130295,1,600
30030906,1,600
1155548,1,600
1149189,1,588
1156874,1,588
30029230,1,576
4190129276,1,576
1159871,1,576
30028932,1,576
1159193,1,576
4190130233,1,576
30029130,1,576
30029847,1,576
30032741,1,576
1160728,1,576
1148964,1,575
30029380,1,575
1150205,1,575
30030898,1,568
30030529,1,567
30032264,1,560
1145723,1,552
30030491,1,540
1151771,1,540
